datetime,temp,humidity,windspeed,sealevelpressure,cloudcover,humidity_roll1h,cloudcover_roll1h,rain_next_1h,precip,windspeed_kph,precip_mm_per_hour,wind_baseline,cloud_baseline,precip_baseline
2015-07-10 2:15:00,78.0,93.1,2.2,1002.7,100.0,95.6875,100.0,1,0.354,3.5405480000000003,2.2478999999999996,Light Winds,Overcast,Heavy Rains
2015-07-20 20:15:00,77.3,93.6,2.6,1011.8,30.1,86.4225,74.275,1,0.906,4.184284,5.7531,Light Winds,Partly Cloudy,Heavy Rains
2015-07-21 8:15:00,81.2,82.71,2.2,1011.9,30.1,83.115,28.9,1,0.866,3.5405480000000003,5.499099999999999,Light Winds,Partly Cloudy,Heavy Rains
2015-07-22 17:15:00,74.0,92.4,8.9,1011.3,100.0,81.2875,97.225,1,1.77,14.323126,11.2395,Light Winds,Overcast,Heavy Rains
2015-07-23 23:15:00,83.6,80.92,2.2,1012.8,80.0,82.03,58.025,0,1.969,3.5405480000000003,12.50315,Light Winds,Mostly Cloudy,Heavy Rains
2015-07-24 17:15:00,79.4,88.78,6.7,1010.7,100.0,85.28125,91.675,1,0.394,10.782578,2.5019,Light Winds,Overcast,Heavy Rains
2015-07-25 17:15:00,87.9,70.91,4.5,1009.5,90.0,70.8575,89.4,1,0.394,7.24203,2.5019,Light Winds,Overcast,Heavy Rains
2015-07-25 20:15:00,75.3,90.24,2.2,1012.8,100.0,93.9,100.0,1,0.709,3.5405480000000003,4.502149999999999,Light Winds,Overcast,Heavy Rains
2015-07-26 17:15:00,78.9,78.63,4.5,1011.5,100.0,74.04375,91.675,1,0.394,7.24203,2.5019,Light Winds,Overcast,Heavy Rains
2015-07-26 23:15:00,76.7,87.6,2.2,1014.3,100.0,93.8,100.0,1,0.359,3.5405480000000003,2.2796499999999997,Light Winds,Overcast,Heavy Rains
2015-07-27 14:15:00,77.3,88.66,4.5,1012.4,100.0,78.9025,91.675,1,2.323,7.24203,14.75105,Light Winds,Overcast,Heavy Rains
2015-07-27 20:15:00,77.1,89.21,2.2,1013.6,50.0,85.29875,79.25,0,1.299,3.5405480000000003,8.24865,Light Winds,Partly Cloudy,Heavy Rains
2015-08-01 17:15:00,78.2,90.89,4.5,1008.0,90.0,87.83375,89.175,1,1.731,7.24203,10.99185,Light Winds,Overcast,Heavy Rains
2015-08-03 17:15:00,82.5,86.82,2.2,1006.9,80.0,79.0725,86.675,1,0.386,3.5405480000000003,2.4511,Light Winds,Mostly Cloudy,Heavy Rains
2015-08-04 14:15:00,90.2,65.86,8.6,1005.6,99.9,64.70875,63.0,1,0.394,13.840323999999999,2.5019,Light Winds,Overcast,Heavy Rains
2015-08-04 23:15:00,76.7,93.06,2.2,1008.4,100.0,98.265,99.775,1,0.787,3.5405480000000003,4.99745,Light Winds,Overcast,Heavy Rains
2015-08-05 2:15:00,76.7,95.32,4.5,1006.9,80.0,97.075,58.175,1,0.782,7.24203,4.9657,Light Winds,Mostly Cloudy,Heavy Rains
2015-08-06 2:15:00,79.4,93.13,2.2,1003.9,100.0,95.70625,99.85,0,0.646,3.5405480000000003,4.1021,Light Winds,Overcast,Heavy Rains
2015-08-07 20:15:00,86.1,72.45,2.2,1003.6,60.0,73.20375,53.025,0,1.236,3.5405480000000003,7.848599999999999,Light Winds,Partly Cloudy,Heavy Rains
2015-08-12 11:15:00,77.3,97.05,2.2,1012.4,100.0,98.115,91.675,1,2.832,3.5405480000000003,17.983199999999997,Light Winds,Overcast,Heavy Rains
2015-08-14 2:15:00,77.3,94.19,2.2,1010.4,90.0,96.36875,97.5,1,1.731,3.5405480000000003,10.99185,Light Winds,Overcast,Heavy Rains
2015-08-14 8:15:00,81.8,82.26,4.5,1011.1,80.0,86.79,58.025,1,0.394,7.24203,2.5019,Light Winds,Mostly Cloudy,Heavy Rains
2015-08-18 2:15:00,79.4,91.47,2.6,1009.4,40.0,88.62,31.375,1,0.394,4.184284,2.5019,Light Winds,Partly Cloudy,Heavy Rains
2015-08-18 17:15:00,77.3,86.06,8.9,1007.8,100.0,85.14875,91.675,1,0.983,14.323126,6.24205,Light Winds,Overcast,Heavy Rains
2015-08-22 5:15:00,75.8,95.88,11.2,1002.6,100.0,95.23875,95.425,1,0.629,18.024607999999997,3.99415,Light Winds,Overcast,Heavy Rains
2015-08-22 17:15:00,79.1,93.68,4.5,1003.3,100.0,95.88125,100.0,1,0.669,7.24203,4.24815,Light Winds,Overcast,Heavy Rains
2015-08-24 2:15:00,77.3,99.4,4.5,1006.8,100.0,99.625,91.675,1,0.748,7.24203,4.7498,Light Winds,Overcast,Heavy Rains
2015-08-25 23:15:00,78.9,92.01,2.2,1012.8,80.0,92.8575,58.025,0,15.02,3.5405480000000003,95.377,Light Winds,Mostly Cloudy,Heavy Rains
2015-08-27 23:15:00,78.2,88.73,2.2,1012.6,90.0,86.85875,97.5,1,0.587,3.5405480000000003,3.7274499999999997,Light Winds,Overcast,Heavy Rains
2015-08-28 17:15:00,86.1,72.89,2.2,1008.3,80.0,75.125,86.675,1,0.366,3.5405480000000003,2.3240999999999996,Light Winds,Mostly Cloudy,Heavy Rains
2015-08-28 20:15:00,78.2,96.49,2.2,1010.4,90.0,91.73125,89.175,1,0.827,3.5405480000000003,5.251449999999999,Light Winds,Overcast,Heavy Rains
2015-08-29 2:15:00,77.6,88.72,2.8,1010.1,90.0,92.95,60.525,1,1.102,4.506151999999999,6.9977,Light Winds,Overcast,Heavy Rains
2015-08-29 5:15:00,76.7,94.18,1.1,1009.7,60.0,96.3625,89.85,0,0.517,1.7702740000000001,3.28295,Light Winds,Partly Cloudy,Heavy Rains
2015-08-30 20:15:00,76.7,90.3,6.7,1011.6,100.0,96.3625,97.3,1,0.394,10.782578,2.5019,Light Winds,Overcast,Heavy Rains
2015-09-05 17:15:00,87.2,70.42,4.5,1009.5,100.0,70.555,63.025,0,2.48,7.24203,15.748,Light Winds,Overcast,Heavy Rains
2015-09-05 20:15:00,78.9,89.31,4.5,1010.9,90.0,93.31875,97.5,1,0.709,7.24203,4.502149999999999,Light Winds,Overcast,Heavy Rains
2015-09-08 20:15:00,77.1,97.63,4.5,1009.9,100.0,99.11125,97.225,1,2.4,7.24203,15.239999999999998,Light Winds,Overcast,Heavy Rains
2015-09-09 23:15:00,77.3,97.05,2.2,1012.1,80.0,94.035,58.025,1,1.181,3.5405480000000003,7.49935,Light Winds,Mostly Cloudy,Heavy Rains
2015-09-10 8:15:00,84.3,86.43,4.5,1011.3,60.0,94.91125,87.3,1,0.315,7.24203,2.00025,Light Winds,Partly Cloudy,Heavy Rains
2015-09-10 14:15:00,85.2,75.91,9.0,1009.9,80.0,77.185,58.175,1,0.354,14.48406,2.2478999999999996,Light Winds,Mostly Cloudy,Heavy Rains
2015-09-11 8:15:00,78.5,95.91,2.2,1009.9,90.0,97.4025,60.675,1,0.315,3.5405480000000003,2.00025,Light Winds,Overcast,Heavy Rains
2015-09-12 17:15:00,82.5,82.82,2.2,1006.9,90.0,89.09375,97.2,1,1.21,3.5405480000000003,7.6834999999999996,Light Winds,Overcast,Heavy Rains
2015-09-12 20:15:00,80.3,87.78,1.9,1009.9,100.0,92.19375,99.85,1,0.905,3.057746,5.74675,Light Winds,Overcast,Heavy Rains
2015-09-12 23:15:00,78.9,90.38,2.2,1010.9,100.0,93.94625,100.0,1,1.219,3.5405480000000003,7.7406500000000005,Light Winds,Overcast,Heavy Rains
2015-09-13 14:15:00,79.4,87.19,2.2,1008.6,100.0,82.6,63.025,1,0.748,3.5405480000000003,4.7498,Light Winds,Overcast,Heavy Rains
2015-09-15 17:15:00,79.1,91.45,2.2,1008.0,60.0,84.955,81.675,1,1.693,3.5405480000000003,10.75055,Light Winds,Partly Cloudy,Heavy Rains
2015-09-18 17:15:00,89.0,64.57,2.2,1009.8,90.0,63.82,88.65,1,0.512,3.5405480000000003,3.2512,Light Winds,Overcast,Heavy Rains
2015-09-18 20:15:00,83.6,75.33,3.6,1011.0,60.0,82.19625,81.675,0,0.53,5.793624,3.3655,Light Winds,Partly Cloudy,Heavy Rains
2015-09-19 17:15:00,77.6,98.75,4.5,1007.8,90.0,82.67,60.525,1,0.63,7.24203,4.0005,Light Winds,Overcast,Heavy Rains
2015-09-20 17:15:00,82.5,90.48,5.5,1006.0,100.0,78.8025,91.675,1,0.358,8.85137,2.2733,Light Winds,Overcast,Heavy Rains
